Tweet Text,Tweet Datetime,Tweet Id,User Id,User Name,Tweet Coordinates,Place Info,Country,Hashtags,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id
"#COVIDIOT are you still able to read or as hypoxia taken over? 
#QAnon #NoMask https://t.co/Q80Qv7Mpis",2020-07-15 19:06:39,1283478098353233920,2305699259,mightymomadness,,,,"['COVIDIOT', 'QAnon', 'NoMask']",2,3,en,Twitter for Android,,
https://t.co/vDyQRQcooY #Light #God #NoMask #Masks allows #Darkness and #Evil in that’s why the evil #Politicians in #BlueRadicalStates #Cities #America #Illinois #California #Seattle #Portland #Chicago #NewYorkCity #NewJersey #Antifa #Terrorists are removing God and want violenc,2020-07-15 19:07:21,1283478275055136768,855739510684082176,NikkiQpatriQt17,,,,"['Light', 'God', 'NoMask', 'Masks', 'Darkness', 'Evil', 'Politicians', 'BlueRadicalStates', 'Cities', 'America', 'Illinois', 'California', 'Seattle', 'Portland', 'Chicago', 'NewYorkCity', 'NewJersey', 'Antifa', 'Terrorists']",0,0,en,Twitter for iPhone,,
"RT @BardsFM: Corporate Tyrants are doubling down. 

Fight, Patriots. 
#NoMask https://t.co/sOJ3sFEj7H",2020-07-15 19:08:05,1283478458350342145,888180621595598848,DebbieKiwiblack,,,,['NoMask'],290,0,en,Twitter Web App,,
"RT @mightymomadness: #COVIDIOT are you still able to read or as hypoxia taken over? 
#QAnon #NoMask https://t.co/Q80Qv7Mpis",2020-07-15 19:12:30,1283479570264600577,884137380101464064,EricaDost,,,,"['COVIDIOT', 'QAnon', 'NoMask']",2,0,en,Twitter for iPhone,,
@GovSisolak Nevadans ( the people you work for ) have been giving you correct info for months. This article sums it up nicely. #OpenNevadaNow #NoMask You have no excuse. https://t.co/91S4ascGBA,2020-07-15 19:20:06,1283481485794668544,516049798,lomobrook,,,,"['OpenNevadaNow', 'NoMask']",0,1,en,Twitter Web App,1.2834388859434435e+18,1.080586433088258e+18
RT @MBOKSR_MAGA: @codeofvets Only sheep wear mask. #NoMask #SayNoToNannyGovernment,2020-07-15 19:23:22,1283482305382592512,821869160317652992,DadGoneMadd,,,,"['NoMask', 'SayNoToNannyGovernment']",7,0,en,Twitter Web App,,
RT @Michael_RTW: For those who need things explaining very simply. #NoMask #WearAMask https://t.co/p01xbZXZw1,2020-07-15 19:29:31,1283483852657352717,17853674,thisweb,,,,"['NoMask', 'WearAMask']",40,0,en,Twitter Web App,,
"@intheMatrixxx @POTUS #Nomask Don't need one, never worn one never will! My immune is made of granite! We love you @POTUS !! 🇬🇧🇺🇸🇬🇧🇺🇸🇬🇧🇺🇸🇬🇧🇺🇸🇬🇧 https://t.co/iD30TxcCsz",2020-07-15 19:31:01,1283484230807322628,191576148,m1783mm,,,,['Nomask'],10,28,en,Twitter for Android,1.283483301773226e+18,9.404301735178117e+17
RT @TheFreePeopleA1: @MoriartyBaron KEEP #NoMask trending!!!!,2020-07-15 19:31:08,1283484259500666880,188929106,KARENBRATT,,,,['NoMask'],28,0,en,Twitter for Android,,
Nice little video explaining where all this leads if we don't take back our Freedoms. #NoMask,2020-07-15 19:37:05,1283485756712005636,136066823,Tcantrell1,,,,['NoMask'],1,0,en,Twitter for Android,1.2834849723561124e+18,136066823.0
"@BardsFM #NoMask 
#NoMask",2020-07-15 19:37:07,1283485767336173573,922836898674020352,Blakieg2,,,,"['NoMask', 'NoMask']",0,0,und,Twitter for Android,1.2834624258119311e+18,1.2229907005364265e+18
"RT @BardsFM: Corporate Tyrants are doubling down. 

Fight, Patriots. 
#NoMask https://t.co/sOJ3sFEj7H",2020-07-15 19:38:02,1283485999289585665,26251971,AJ_amyjoydonut,,,,['NoMask'],290,0,en,Twitter Web App,,
"RT @BardsFM: Corporate Tyrants are doubling down. 

Fight, Patriots. 
#NoMask",2020-07-15 19:40:06,1283486518536003590,1275465742184374274,BrianCH31749099,,,,['NoMask'],290,0,en,Twitter for Android,,
"Our microwave packed up this evening but unlike in past where I’d just nip down to local @Tesco or @asda (1 mile) for replacement, I will not put on the mask of serfdom so have ordered from an online seller. I’d rather pay bit more and wait a few days. #NoMask",2020-07-15 19:40:48,1283486693442686977,289024427,Aikonsteve,,,,['NoMask'],0,1,en,Twitter for iPhone,,
@AndrewssJamie @Kell_0007 Are we doing #nomask or #nomasks or do both to be safe?,2020-07-15 19:42:16,1283487062973448192,4827708949,ivana_N_minions,,,,"['nomask', 'nomasks']",0,1,en,Twitter for Android,1.2833492639641436e+18,1.24911194514108e+18
@Inevitable_ET retweet #NoMask https://t.co/IzYUtxechQ,2020-07-15 19:42:39,1283487160453210115,1149526150026289152,Angelam40495016,,,,['NoMask'],1,1,en,Twitter for Android,,1886468286.0
"This is more social engineering.

How do you normalize masks?
Popularize it with youth? Make it cool?
Do you think this release is coincidence?

#DefyTyrants 
#FightBack 
#NoMask https://t.co/DeLFqkYy80",2020-07-15 19:44:20,1283487582320381953,1222990700536426496,BardsFM,,,,"['DefyTyrants', 'FightBack', 'NoMask']",63,108,en,Twitter Web App,,
#NOMASK https://t.co/Rbu1GFOw7S,2020-07-15 19:47:13,1283488306580389888,32586764,BrendaFinley63,,,,['NOMASK'],0,0,und,Twitter Web App,,
I have not changed my life nor will I...#NoMask https://t.co/H97bCIeav5,2020-07-15 19:52:23,1283489610014896130,824039352439226369,SilasHodgson,,,,['NoMask'],1,1,en,Twitter for Android,,
"RT @OurMindsNotURS: The insane wear masks. 
#NoMask",2020-07-15 19:53:14,1283489824478040072,867805968184348674,JonnyArsenal10,,,,['NoMask'],68,0,en,Twitter for Android,,
"Why would people refuse to wear a mask unless they thought it was useless, convince them with the evidence if you have it. #nomask #socialdistancingworks",2020-07-15 19:58:35,1283491170878922753,51460545,eightiesdisco,,,,"['nomask', 'socialdistancingworks']",0,0,en,Twitter Web App,,
"RT @ejclewley: @intheMatrixxx @POTUS #Nomask Don't need one, never worn one never will! My immune is made of granite! We love you @POTUS !!…",2020-07-15 20:10:01,1283494044786663431,780584332394008577,Carolritchie117,,,,['Nomask'],10,0,en,Twitter for iPhone,,
It has hit 10k peeps...Keep sharing #NoMask #NoMasks #Masks https://t.co/NkQjzupZ3J,2020-07-15 20:21:15,1283496871558877184,3324350872,GFL9112,,,,"['NoMask', 'NoMasks', 'Masks']",3,5,en,Twitter for Android,,
@OANN #NoMask #ResistTyranny now or lose your freedom &amp; rights! https://t.co/M0kIJRFQfH,2020-07-15 20:21:23,1283496906522492928,1133197317077528577,mobilememphian1,,,,"['NoMask', 'ResistTyranny']",1,3,en,Twitter for iPhone,1.2834921328088678e+18,1209936918.0
"I'm guessing the #NoMasks people wouldn't be up for signing a list but maybe the way forward is if you're against a mask you get treated in a #NoMask hospital by no mask nurses, doctors &amp; surgeons and can only be visited by no mask people.",2020-07-15 20:28:20,1283498656436498433,1583649498,PotatoOfDespair,,,,"['NoMasks', 'NoMask']",0,0,en,Twitter for Android,,
"https://t.co/uzkUSBxlxF

#NoMask",2020-07-15 20:33:31,1283499960466538496,1250744811319164929,factfisherman,,,,['NoMask'],0,0,und,Twitter for Android,,
"RT @CoronaDoubter: #NoMask 

it seems you cant catch #COVID19  in

Pubs
Restaurants
Cafes
Offices
Railway and bus stations

and up until th…",2020-07-15 20:37:52,1283501056413114368,727622069706444800,TheLuceni,,,,"['NoMask', 'COVID19']",121,0,en,Twitter for Android,,
"RT @BardsFM: Corporate Tyrants are doubling down. 

Fight, Patriots. 
#NoMask https://t.co/sOJ3sFEj7H",2020-07-15 20:41:41,1283502014832562179,100281403,KBkinnaird,,,,['NoMask'],290,0,en,Twitter Web App,,
@ACGR8911 @pjdrummerman @HazelAnne1 To the shops. With #NoMask 👍🏻,2020-07-15 20:46:30,1283503228647354369,1268949660477132801,manchesterDazo,,,,['NoMask'],0,1,en,Twitter for iPhone,1.2835020761784238e+18,2529231742.0
Calling all #MAGA #WWG1WGA #PatriotsUnited time to #BoycottWalmart #BoycottSams ..They deny the TRUTH while pushing #CommunistDemocrats #GlobalElite #NWO Agenda! #NoMask ever! #WalmartBoycott #SamsBoycott will not be supported by us! https://t.co/i6pVeTa2Ei,2020-07-15 20:47:27,1283503465516331009,789876171030732800,ModjajiTen,,,,"['MAGA', 'WWG1WGA', 'PatriotsUnited', 'BoycottWalmart', 'BoycottSams', 'CommunistDemocrats', 'GlobalElite', 'NWO', 'NoMask', 'WalmartBoycott', 'SamsBoycott']",1,1,en,Twitter for Android,,
I wonder if taking no questions has anything to do with the 1/4 million $ covid queen @DrAmyActon making a guest appearance during the 5:30 🤡 show 🤔🧐 #investigateDrAmyActon #investigateDeWine #NoMask,2020-07-15 20:47:39,1283503518909902848,1144250999890239488,Nitrofish904,,,,"['investigateDrAmyActon', 'investigateDeWine', 'NoMask']",5,9,en,Twitter for Android,,
"Only Karen's, sell facemasks on Facebook #NoMask #NoMasks #Karens",2020-07-15 20:52:57,1283504849213165568,1246685058485891072,ImlahKieran,,,,"['NoMask', 'NoMasks', 'Karens']",4,21,en,Twitter for Android,,
"@adrian_sleeman Please let this be true!! I was dreading trying to get all my supplies in the local Premier store that has already said they will not be following it, as I wont ever set foot in a shop enforcing this nonsense 🤞🏼🤞🏼 #Muzzles #NoMask",2020-07-15 20:53:48,1283505064078979073,2499914006,kellymwhittle,,,,"['Muzzles', 'NoMask']",2,32,en,Twitter Web App,1.2834358962855608e+18,153886132.0
RT @mobilememphian1: @OANN #NoMask #ResistTyranny now or lose your freedom &amp; rights! https://t.co/M0kIJRFQfH,2020-07-15 20:55:41,1283505539276779520,357423601,cjspaar,,,,"['NoMask', 'ResistTyranny']",1,0,en,Twitter for iPad,,
"RT @covertress: You Know What To Do 

Watch how fast the #MaskMandate ends at #WalMart, as sales slump.

#NoMask #Tyranny 
#boycott #Boycot…",2020-07-15 20:56:31,1283505748601909248,89300184,USAShopper,,,,"['MaskMandate', 'WalMart', 'NoMask', 'Tyranny', 'boycott']",102,0,en,Twitter for Android,,
"For the ones who say ""what's the harm in wearing a mask, it's the least we can do"". Have a read at this
#NoMuzzle #NoMask

https://t.co/S71gVZP8sF",2020-07-15 20:58:01,1283506127330779137,764175838002700288,oanatweets,,,,"['NoMuzzle', 'NoMask']",0,0,en,Twitter for Android,,
#NoMaskOnMe #NoMasks #NoMask #OpenTheSchools #openTexas #openAmerica ⁦⁦@CatNamus2⁩ #QANONWORLDWIDE #PatriotsUnite #PatriotsAwakened #HCQWorks #wakeupAmerica #DrainTheDeepStateLuciferianCabal https://t.co/EPmPKBNHqE,2020-07-15 21:02:43,1283507306894950401,288041468,Trumpfortexas,,,,"['NoMaskOnMe', 'NoMasks', 'NoMask', 'OpenTheSchools', 'openTexas', 'openAmerica', 'QANONWORLDWIDE', 'PatriotsUnite', 'PatriotsAwakened', 'HCQWorks', 'wakeupAmerica', 'DrainTheDeepStateLuciferianCabal']",1,0,und,Twitter for iPhone,,
"So let me get this straight.
If I go into a bank without a mask on I’m the bad guy! 😳
#NoMask",2020-07-15 21:04:27,1283507744641875975,1037145651493187584,JUDEXJUDEXX,,,,['NoMask'],0,2,en,Twitter for iPhone,,
#CoronaTimo #CoronaFarsa #Genocidio #RebroteTimo #NoAlConfinamiento #NoAlNuevoOrdenMundial #NoAlBozal #NoALaMascarillaObligatoria #NoALaVacuna #PolíticosAPrisión #SanitariosAsesinos #PeriodistasCobardes #Covid_19 #Coronavirus #COVID19 #CovidHoax #NoMask #NoVaccine 📺🐑😷💉🤑🤬🤮 https://t.co/FcRQ21wiKS,2020-07-15 21:15:51,1283510612291653638,547463022,azuldavana,,,,"['CoronaTimo', 'CoronaFarsa', 'Genocidio', 'RebroteTimo', 'NoAlConfinamiento', 'NoAlNuevoOrdenMundial', 'NoAlBozal', 'NoALaMascarillaObligatoria', 'NoALaVacuna', 'PolíticosAPrisión', 'SanitariosAsesinos', 'PeriodistasCobardes', 'Covid_19', 'Coronavirus', 'COVID19', 'CovidHoax', 'NoMask', 'NoVaccine']",0,0,und,Twitter for iPhone,1.2720852676677059e+18,547463022.0
"RT @AndrewssJamie: Contraversial Conspiracy:

Only ugly people want to make masks mandatory. 

#NoMask",2020-07-15 21:17:48,1283511103885127685,95730093,carisha_1,,,,['NoMask'],38,0,en,Twitter for iPhone,,
"RT @CoronaDoubter: #NoMask 

it seems you cant catch #COVID19  in

Pubs
Restaurants
Cafes
Offices
Railway and bus stations

and up until th…",2020-07-15 21:22:10,1283512205288321033,1269283617668247552,LaffinLounge,,,,"['NoMask', 'COVID19']",121,0,en,Twitter Web App,,
Beautiful! I can't wait to see it again once they realize they have been lied to about the mask. #NoMaskOnMe #NoMask They want to shut you up. https://t.co/agQwIf1cCM,2020-07-15 21:27:57,1283513657381531650,62090142,tnhalfbreed,,,,"['NoMaskOnMe', 'NoMask']",0,0,en,Twitter Web App,,
"RT @ImlahKieran: Only Karen's, sell facemasks on Facebook #NoMask #NoMasks #Karens",2020-07-15 21:42:55,1283517425095528453,804306444531236864,Bluebell2201,,,,"['NoMask', 'NoMasks', 'Karens']",4,0,en,Twitter for iPhone,,
@GovMikeDeWine. We are just extending the MSM by wearing masks. #NOMASK Good luck trying to enforce making every Ohioan wear a mask. Stop the lies or get replaced.,2020-07-15 21:46:53,1283518425436954624,1223247890870685698,RayWils21604551,,"Perrysburg, OH",US,['NOMASK'],0,0,en,Twitter for Android,,18820392.0
"RT @CoronaDoubter: real watershed moment this shop mask rule #NoMask 

they have misread public opinion on a massive scale

I sense and adj…",2020-07-15 21:50:39,1283519372938682368,1259975980225003525,loiner1952,,,,['NoMask'],169,0,en,Twitter Web App,,
"RT @BardsFM: Corporate Tyrants are doubling down. 

Fight, Patriots. 
#NoMask",2020-07-15 21:51:08,1283519494988627971,971806737559969793,SonyaLeeSimons1,,,,['NoMask'],290,0,en,Twitter for iPhone,,
"@GovMikeDeWine Look how silly....no mask, not ever!  Nice speech to scare the public.  #sueDeWine #impeachDeWine #nomask",2020-07-15 21:51:08,1283519495085142018,4254965177,beast3997,,,,"['sueDeWine', 'impeachDeWine', 'nomask']",1,3,en,Twitter for Android,1.2835191134160568e+18,18820392.0
"#coronavirus #COVID19 

#NoMask #NoMaskMandates #nomoremasks 

It's not about you. Please wear a mask. #itsnotaboutyou https://t.co/EWTk3BRt7F",2020-07-15 21:51:24,1283519559597731840,500181391,SEgeek07,,,,"['coronavirus', 'COVID19', 'NoMask', 'NoMaskMandates', 'nomoremasks', 'itsnotaboutyou']",0,1,en,Twitter Web App,,
"Let me get this straight- I pay a $250 fine if I don't wear a face mask in Texas, but these fools get to just say ""whoopsie. It was a mistake"" 🙄🙄#covid #COVID19 #scamdemic #NoMask https://t.co/pZRkGrhex2",2020-07-15 21:51:35,1283519606108364808,1266794973409796096,LMarieTX,,,,"['covid', 'COVID19', 'scamdemic', 'NoMask']",1,0,en,Twitter for Android,,
"RT @beast3997: @GovMikeDeWine Look how silly....no mask, not ever!  Nice speech to scare the public.  #sueDeWine #impeachDeWine #nomask",2020-07-15 21:51:56,1283519692573937666,1069867279,metz_chance,,,,"['sueDeWine', 'impeachDeWine', 'nomask']",1,0,en,Twitter Web App,,
#NoMask https://t.co/6WDvaWmCXD,2020-07-15 21:53:03,1283519976926851072,104342258,iHarbonaut,,,,['NoMask'],0,5,und,Twitter for iPhone,,
@GovMikeDeWine you’re a fearmongering bitch. #NoMask for me.,2020-07-15 21:53:47,1283520161488744448,26777204,JWSTEPHENSIII,,,,['NoMask'],0,0,en,Twitter for iPhone,,18820392.0
"I don't have much, but if anyone genuinely can't afford a face covering, my mum has made some and I can also try to get you one, or request from friends etc. Please #RT or reach out. #FaceMask #Mask #FaceCovering #NoMask #Muzzle https://t.co/9QW8IFzvCh",2020-07-15 22:07:40,1283523653167206402,70195721,MissDrifty,,,,"['RT', 'FaceMask', 'Mask', 'FaceCovering', 'NoMask', 'Muzzle']",2,11,en,Twitter for Android,,
"RT @CoronaDoubter: real watershed moment this shop mask rule #NoMask 

they have misread public opinion on a massive scale

I sense and adj…",2020-07-15 22:34:07,1283530309187903489,4657017676,mandyjanevernon,,,,['NoMask'],169,0,en,Twitter for Android,,
"#masksdontwork #WakeUpAmerica #NoMask 
@OSHA_DOL @realDonaldTrump @NJGov @GovMurphy https://t.co/D7OcLcO8zF",2020-07-15 22:37:37,1283531192495677441,1239587083779530753,3ster_3Q,,,,"['masksdontwork', 'WakeUpAmerica', 'NoMask']",0,0,und,Twitter for iPhone,,
RT @Angelam40495016: @Inevitable_ET retweet #NoMask,2020-07-15 22:40:09,1283531830046732291,1208031055040720896,RealMadDadMAGA,,,,['NoMask'],1,0,en,Twitter for Android,,
#NoMask dipshits be like https://t.co/6q0HgfH35t,2020-07-15 22:44:31,1283532928300003334,1253679777560637440,StevedaveW,,,,['NoMask'],1,2,en,Twitter for iPhone,,
"RT @covertress: I just lost my future job with @Census2020.

I REFUSE TO WEAR A MASK!

https://t.co/sEFJrqWM80

#COVID19 #COVID #NOMASK #No…",2020-07-15 22:47:54,1283533780796542981,1027288191223717889,DeeLilacs,,,,"['COVID19', 'COVID', 'NOMASK']",11,0,en,Twitter for Android,,
"@DiannaHouston12 @KristaQLynn @SSG_PAIN @BardsFM @WhiteHouse ⚡Love this idea!⚡🔥🎯👆

#NoMask #NoMaskOnMe #TheGreatAwakening #MAGA #Trump #consciousness #DarkToLight #Patriots https://t.co/fT5O7mA65E",2020-07-15 22:50:33,1283534444327051275,3177239888,BearClawProds,,,,"['NoMask', 'NoMaskOnMe', 'TheGreatAwakening', 'MAGA', 'Trump', 'consciousness', 'DarkToLight', 'Patriots']",0,2,en,Twitter for Android,1.283522887488602e+18,1.091463592011092e+18
"Nicely condensed mask info!
#NoMask https://t.co/2ZTonrDNhx",2020-07-15 22:55:12,1283535615800344583,707326507,louisebentley10,,,,['NoMask'],0,2,en,Twitter for Android,,
"If you thought people watching at @Walmart was fun before, just wait until you get to watch the Karen’s go crazy about the #mask mandates! 

#maskup #MaskMoaners #NoMask",2020-07-15 23:05:41,1283538254445379586,1278679049171329028,ActuallyDadpool,,,,"['mask', 'maskup', 'MaskMoaners', 'NoMask']",0,3,en,Twitter for iPhone,,
"@richardosman @helenstho Mandatory Masks = Manadatory Vaccinations
Vaccinations = Immunity Passports
Immunity Passports = State Surveilance
State Surveilance = End Of Liberty

Dont Wear a Mask. #StandUp #NoMask",2020-07-15 23:08:10,1283538881091178497,922546657568415744,artilleryvoodoo,,,,"['StandUp', 'NoMask']",0,1,en,Twitter Web App,1.2829989513278013e+18,31173665.0
#NoMask https://t.co/baT73lXp0U,2020-07-15 23:09:14,1283539146993274881,1082439834361384963,MadMike93171797,,,,['NoMask'],0,0,und,Twitter for Android,,
RT @StevedaveW: #NoMask dipshits be like https://t.co/6q0HgfH35t,2020-07-15 23:25:41,1283543289287737344,26657285,wwoo45,,,,['NoMask'],1,0,en,Twitter for Android,,
"I have one message for those that attack people about not wearing masks... 

STOP👏🏼HARRASSING👏🏼PEOPLE👏🏼AND👏🏼STOP👏🏼GETTING👏🏼IN👏🏼THEIR👏🏼FACE👏🏼YOU👏🏼TYRANT👏🏼

If you’re so scared of people not wearing masks go to mask only stores and stfu #masksdontwork #NoMask",2020-07-15 23:27:07,1283543646231580673,1245877569624461312,FanxFor,,,,"['masksdontwork', 'NoMask']",1,1,en,Twitter for iPhone,,
"Struggling to breath because of a mask? you could be experiencing a nocebo. You've read up and believed it's bad, so strongly that you actually start struggling to breath when you were one, so you are right, just for the wrong reason.

#Masks #NoMask #psychology",2020-07-15 23:29:05,1283544142845444096,120113511,RoccoDesta,,,,"['Masks', 'NoMask', 'psychology']",0,0,en,Twitter for Android,,
@OHdeptofhealth #MandatesAreNotLaw #unconditional @1851Center #Scamdemic #NoMaskMandates #NoMask #AmyKilledMoreBabiesThenCOVID https://t.co/rgDNpmUzWD,2020-07-15 23:45:35,1283548293524578306,17404267,SPatalon,,,,"['MandatesAreNotLaw', 'unconditional', 'Scamdemic', 'NoMaskMandates', 'NoMask', 'AmyKilledMoreBabiesThenCOVID']",0,3,und,Twitter for Android,1.2835194810804142e+18,90422822.0
"RT @BardsFM: Sorry, love our First Lady, but...

Dear @FLOTUS -
No way in hell. 
#NoMask.

God bless. 
Bards.",2020-07-15 23:54:54,1283550641072353281,233674823,xena_lucky,,,,['NoMask'],98,0,en,Twitter for Android,,
@reallouiehuey @7tine76 #NoMask stand up to the #MaskNazis.,2020-07-16 00:07:36,1283553835869515777,1022678982,IowaGirlPatriot,,,,"['NoMask', 'MaskNazis']",0,2,en,Twitter for Android,1.2835376467912253e+18,1.1646379312791265e+18
@intheMatrixxx @qanonwhitehat @POTUS #NoMask #AOC blowing bubbles in a Childs face #DoubleStandard https://t.co/cJ7PZ3TtgG,2020-07-16 00:14:07,1283555474672168962,855739510684082176,NikkiQpatriQt17,,,,"['NoMask', 'AOC', 'DoubleStandard']",4,5,en,Twitter for iPhone,1.283483301773226e+18,9.404301735178117e+17
